,year,artist.inverted,track,time,date.entered,date.peaked,week,rank,gap_week,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
1256,2000,Shade Sheist,Where I Wanna Be,4:16,2000-11-11,2000-11-18,4,99,False,256,2000,11,11,4,2000,11,18,4,0,0,0,0,0,0,1,0,0
1386,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,5,41,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
1573,2000,Shade Sheist,Where I Wanna Be,4:16,2000-11-11,2000-11-18,5,100,False,256,2000,11,11,4,2000,11,18,4,0,0,0,0,0,0,1,0,0
1703,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,6,41,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
2020,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,7,36,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
2337,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,8,41,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
2654,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,9,38,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
2971,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,10,35,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
3288,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,11,33,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
3605,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,12,29,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
3922,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,13,36,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
4239,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,14,34,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
4556,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,15,34,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
4873,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,16,40,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
5190,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,17,42,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
5507,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,18,49,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
5824,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,19,55,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
6141,2000,Donell Jones,Where I Wanna Be,6:22,2000-04-22,2000-07-08,20,62,False,382,2000,4,22,2,2000,7,8,3,0,0,0,0,0,0,0,0,1
6328,2000,Shade Sheist,Where I Wanna Be,4:16,2000-11-11,2000-11-18,20,0,False,256,2000,11,11,4,2000,11,18,4,0,0,0,0,0,0,1,0,0
119,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,1,71,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
436,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,2,68,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
753,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,3,52,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
1070,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,4,52,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
1387,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,5,45,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
1704,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,6,42,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
2021,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,7,39,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
2338,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,8,34,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
2655,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,9,34,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
2972,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,10,29,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
3289,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,11,36,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
3606,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,12,42,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
3923,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,13,55,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
4240,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,14,53,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
4557,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,15,57,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
4874,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,16,64,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
5191,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,17,72,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
5508,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,18,84,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
5825,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,19,83,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
6142,2000,Brad Paisley,We Danced,3:45,2000-10-14,2000-12-16,20,86,False,225,2000,10,14,4,2000,12,16,4,0,0,0,0,0,0,0,0,0
120,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,1,78,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
437,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,2,72,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
754,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,3,66,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
1071,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,4,64,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
1388,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,5,56,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
1705,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,6,50,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
2022,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,7,47,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
2339,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,8,39,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
2656,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,9,37,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
2973,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,10,34,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
3290,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,11,30,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
3607,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,12,30,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
3924,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,13,35,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
4241,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,14,36,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
4558,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,15,37,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
4875,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,16,43,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
5192,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,17,54,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
5509,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,18,60,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
5826,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,19,61,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
6143,2000,Lonestar,What About Now,3:30,2000-06-10,2000-08-19,20,69,False,210,2000,6,10,2,2000,8,19,3,0,0,0,0,0,0,0,0,0
121,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,1,58,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
438,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,2,50,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
755,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,3,43,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1072,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,4,37,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1389,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,5,31,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1706,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,6,30,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2023,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,7,39,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2340,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,8,47,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2657,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,9,55,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2974,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,10,61,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3291,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,11,76,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3608,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,12,90,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3925,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,13,93,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
4242,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,14,93,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
4559,2000,The Backstreet Boys,The One,3:46,2000-05-27,2000-07-01,15,100,False,226,2000,5,27,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
122,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,1,77,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
439,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,2,72,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
756,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,3,59,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
1073,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,4,53,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
1390,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,5,45,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
1707,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,6,43,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
2024,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,7,41,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
2341,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,8,36,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
2658,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,9,36,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
2975,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,10,32,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
3292,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,11,31,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
3609,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,12,31,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
3926,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,13,35,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
4243,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,14,35,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
4560,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,15,38,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
4877,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,16,43,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
5194,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,17,45,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
5511,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,18,51,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
5828,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,19,52,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
6145,2000,Toby Keith,How Do You Like Me Now?!,3:29,2000-01-29,2000-04-08,20,54,False,209,2000,1,29,1,2000,4,8,2,0,0,0,0,0,0,0,0,0
123,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,1,73,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
440,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,2,64,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
757,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,3,54,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
1074,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,4,45,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
1391,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,5,44,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
1708,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,6,44,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
2025,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,7,44,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
2342,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,8,41,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
2659,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,9,39,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
2976,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,10,34,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
3293,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,11,33,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
3610,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,12,33,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
3927,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,13,31,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
4244,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,14,33,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
4561,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,15,36,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
4878,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,16,39,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
5195,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,17,43,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
5512,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,18,49,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
5829,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,19,53,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
6146,2000,George Strait,The Best Day,3:24,2000-01-29,2000-04-22,20,62,False,204,2000,1,29,1,2000,4,22,2,0,0,0,0,0,0,0,0,0
124,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,1,80,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
441,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,2,70,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
758,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,3,63,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
1075,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,4,56,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
1392,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,5,50,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
1709,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,6,49,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
2026,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,7,48,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
2343,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,8,46,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
2660,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,9,41,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
2977,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,10,40,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
3294,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,11,35,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
3611,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,12,31,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
3928,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,13,33,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
4245,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,14,44,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
4562,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,15,36,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
4879,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,16,35,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
5196,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,17,37,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
5513,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,18,43,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
5830,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,19,51,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
6147,2000,The Dixie Chicks,Without You,3:32,2000-10-07,2000-12-23,20,54,False,212,2000,10,7,4,2000,12,23,4,0,0,0,0,0,0,0,0,0
125,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,1,89,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
442,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,2,83,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
759,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,3,65,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
1076,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,4,55,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
1393,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,5,54,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
1710,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,6,54,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
2027,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,7,52,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
2344,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,8,44,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
2661,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,9,41,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
2978,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,10,34,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
3295,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,11,32,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
3612,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,12,31,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
3929,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,13,35,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
4246,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,14,34,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
4563,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,15,41,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
4880,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,16,41,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
5197,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,17,48,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
5514,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,18,54,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
5831,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,19,58,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
6148,2000,Musiq,Just Friends (Sunny),4:02,2000-10-14,2000-12-30,20,68,False,242,2000,10,14,4,2000,12,30,4,0,0,0,0,0,0,1,0,0
126,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,1,88,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
443,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,2,76,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
760,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,3,71,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
1077,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,4,71,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
1394,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,5,69,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
1711,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,6,63,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
2028,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,7,56,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
2345,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,8,51,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
2662,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,9,46,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
2979,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,10,46,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
3296,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,11,53,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
3613,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,12,43,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
3930,2000,Reba McEntire,What Do You Say,3:26,1999-10-30,2000-01-29,13,33,False,206,1999,10,30,4,2000,1,29,1,0,0,0,0,0,0,0,0,0
