,year,artist.inverted,track,time,genre,date.entered,date.peaked,week,rank,gap_week
1687,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,6,33,False
2004,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,7,26,False
2321,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,8,26,False
2638,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,9,26,False
2955,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,10,31,False
3272,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,11,32,False
3589,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,12,31,False
3906,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,13,38,False
4223,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,14,38,False
4540,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,15,52,False
4857,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,16,57,False
5174,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,17,64,False
5491,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,18,73,False
5808,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,19,81,False
6125,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,79,False
103,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,1,80,False
420,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,2,80,False
737,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,3,80,False
1054,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,4,79,False
1371,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,5,72,False
1688,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,6,73,False
2005,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,7,65,False
2322,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,8,64,False
2639,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,9,60,False
2956,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,10,60,False
3273,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,11,48,False
3590,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,12,48,False
3907,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,13,48,False
4224,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,14,43,False
4541,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,15,35,False
4858,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,16,32,False
5175,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,17,30,False
5492,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,18,32,False
5809,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,19,37,False
6126,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,20,26,False
6443,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,21,31,False
6760,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,22,28,False
7077,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,23,30,False
7394,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,24,32,False
7711,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,25,39,False
8028,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,35,False
104,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,1,71,False
421,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,2,65,False
738,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,3,54,False
1055,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,4,54,False
1372,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,5,51,False
1689,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,6,41,False
2006,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,7,41,False
2323,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,8,33,False
2640,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,9,28,False
2957,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,10,31,False
3274,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,11,26,False
3591,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,12,28,False
3908,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,13,36,False
4225,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,14,39,False
4542,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,15,49,False
4859,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,16,58,False
5176,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,17,62,False
5493,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,18,65,False
5810,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,19,68,False
6127,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,68,False
105,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,1,88,False
422,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,2,74,False
739,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,3,62,False
1056,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,4,56,False
1373,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,5,49,False
1690,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,6,44,False
2007,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,7,38,False
2324,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,8,32,False
2641,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,9,27,False
2958,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,10,27,False
3275,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,11,27,False
3592,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,12,27,False
3909,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,13,27,False
4226,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,14,28,False
4543,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,15,28,False
4860,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,16,33,False
5177,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,17,35,False
5494,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,18,42,False
5811,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,19,44,False
6128,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,20,46,False
6445,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,43,False
106,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,1,79,False
423,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,2,72,False
740,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,3,70,False
1057,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,4,61,False
1374,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,5,52,False
1691,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,6,52,False
2008,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,7,52,False
2325,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,8,39,False
2642,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,9,31,False
2959,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,10,27,False
3276,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,11,27,False
3593,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,12,27,False
3910,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,13,31,False
4227,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,14,37,False
4544,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,15,40,False
4861,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,16,47,False
5178,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,17,51,False
5495,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,18,56,False
5812,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,19,59,False
6129,2000,The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,59,False
107,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,1,73,False
424,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,2,62,False
741,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,3,56,False
1058,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,4,52,False
1375,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,5,46,False
1692,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,6,40,False
2009,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,7,36,False
2326,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,8,31,False
2643,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,9,27,False
2960,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,10,27,False
3277,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,11,28,False
3594,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,12,40,False
3911,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,13,33,False
4228,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,14,33,False
4545,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,15,39,False
4862,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,16,40,False
5179,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,17,48,False
5496,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,18,53,False
5813,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,19,58,False
6130,2000,Tim McGraw,My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,62,False
108,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,1,97,False
425,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,2,86,False
742,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,3,79,False
1059,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,4,70,False
1376,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,5,63,False
1693,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,6,56,False
2010,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,7,50,False
2327,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,8,48,False
2644,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,9,51,False
2961,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,10,38,False
3278,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,11,33,False
3595,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,12,31,False
3912,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,13,28,False
4229,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,14,28,False
4546,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,15,28,False
4863,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,16,27,False
5180,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,17,29,False
5497,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,18,31,False
5814,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,19,37,False
6131,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,20,45,False
6448,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,21,49,False
6765,2000,Travis Tritt,Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,48,False
109,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,1,79,False
426,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,2,65,False
743,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,3,53,False
1060,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,4,48,False
1377,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,5,45,False
1694,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,6,36,False
2011,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,7,34,False
2328,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,8,29,False
2645,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,9,27,False
2962,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,10,30,False
3279,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,11,36,False
3596,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,12,37,False
3913,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,13,39,False
4230,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,14,49,False
4547,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,15,57,False
4864,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,16,63,False
5181,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,17,65,False
5498,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,18,68,False
5815,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,19,79,False
6132,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,86,False
110,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,1,69,False
427,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,2,49,False
744,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,3,49,False
1061,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,4,34,False
1378,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,5,34,False
1695,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,6,34,False
2012,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,7,30,False
2329,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,8,27,False
2646,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,9,36,False
2963,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,10,41,False
3280,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,11,53,False
3597,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,12,56,False
3914,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,13,80,False
4231,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,100,False
111,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,1,83,False
428,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,2,83,False
745,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,3,83,False
1062,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,4,40,False
1379,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,5,28,False
1696,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,6,27,False
2013,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,7,28,False
2330,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,8,36,False
2647,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,9,53,False
2964,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,10,73,False
3281,2000,Whitney Houston,I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,82,False
112,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,1,84,False
429,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,2,70,False
746,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,3,66,False
1063,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,4,60,False
1380,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,5,46,False
1697,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,6,37,False
2014,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,7,35,False
2331,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,8,35,False
2648,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,9,35,False
2965,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,10,32,False
3282,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,11,29,False
3599,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,12,29,False
3916,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,13,28,False
4233,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,14,32,False
4550,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,15,38,False
4867,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,16,48,False
5184,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,17,56,False
5501,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,18,59,False
5818,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,19,61,False
6135,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,66,False
113,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,1,90,False
430,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,2,76,False
747,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,3,72,False
1064,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,4,54,False
1381,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,5,43,False
1698,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,6,37,False
2015,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,7,34,False
2332,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,8,28,False
2649,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,9,33,False
2966,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,10,30,False
3283,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,11,31,False
3600,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,12,39,False
3917,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,13,43,False
4234,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,14,53,False
4551,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,15,60,False
4868,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,16,70,False
5185,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,17,71,False
5502,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,18,76,False
5819,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,19,84,False
6136,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,94,False
114,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,1,28,False
431,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,2,34,False
748,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,3,48,False
1065,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,4,62,False
1382,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,5,77,False
1699,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,6,90,False
2016,2000,Mariah Carey,Crybaby,5:19,Rock,2000-06-24,2000-06-24,7,95,False
115,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,1,85,False
432,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,2,76,False
749,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,3,71,False
1066,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,4,64,False
1383,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,5,54,False
1700,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,6,54,False
2017,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,7,55,False
2334,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,8,46,False
2651,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,9,38,False
2968,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,10,29,False
3285,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,11,29,False
3602,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,12,33,False
3919,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,13,32,False
4236,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,14,31,False
4553,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,15,36,False
4870,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,16,38,False
5187,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,17,39,False
5504,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,18,41,False
5821,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,19,46,False
6138,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,20,49,False
6455,2000,Tim McGraw,My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,48,False
116,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,1,70,False
433,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,2,64,False
750,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,3,54,False
1067,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,4,40,False
1384,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,5,34,False
1701,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,6,29,False
2018,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,7,29,False
2335,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,8,32,False
2652,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,9,32,False
2969,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,10,37,False
3286,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,11,47,False
3603,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,12,49,False
3920,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,13,52,False
4237,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,14,60,False
4554,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,15,76,False
4871,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,16,80,False
5188,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,17,89,False
5505,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,18,97,False
5822,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,19,98,False
6139,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,100,False
117,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,1,43,False
